1571733300	182.18.6.177	1	98
1571733360	206.136.59.236	1	65
1571733420	19.180.232.40	0	9
1571733480	14.168.110.252	1	36
1571733540	123.55.200.183	0	40
1571733600	237.204.224.232	0	51
1571733660	160.179.20.235	0	93
1571733720	113.103.144.122	1	43
1571733780	26.198.174.195	0	87
1571733840	92.69.27.200	0	68
1571733900	29.248.36.245	1	5
1571733960	136.140.107.144	1	7
1571734020	130.163.208.209	1	88
1571734080	86.168.124.187	0	40
1571734140	79.71.136.163	0	75
1571734200	213.135.193.182	0	16
1571734260	53.81.78.236	1	89
1571734320	40.244.121.170	1	27
1571734380	154.80.252.215	1	4
1571734440	181.161.185.177	0	15
1571734500	145.153.42.245	0	47
1571734560	181.206.195.225	1	42
1571734620	241.92.250.217	1	94
1571734680	118.215.189.106	0	94
1571734740	152.159.189.48	0	55
1571734800	130.3.230.251	0	17
1571734860	126.60.217.12	1	27
1571734920	249.255.200.168	1	71
1571734980	112.186.211.108	1	64
1571735040	138.166.98.144	0	89
1571735100	97.169.147.112	0	59
1571735160	65.221.48.206	1	86
1571735220	211.56.172.132	0	46
1571735280	174.221.68.85	1	96
1571735340	253.150.86.146	1	63
1571735400	88.197.176.129	1	32
1571735460	165.139.79.122	1	56
1571735520	67.8.38.11	0	19
1571735580	89.178.37.21	1	38
1571735640	160.27.1.18	0	50
1571735700	150.47.121.194	1	36
1571735760	207.232.61.25	1	22
1571735820	75.38.21.72	1	57
1571735880	83.131.26.222	0	85
1571735940	107.90.22.26	1	42
1571736000	193.70.51.47	0	19
1571736060	223.40.33.78	1	64
1571736120	232.60.12.192	0	50
1571736180	220.142.42.55	1	69
1571736240	186.159.22.116	0	99
1571736300	208.238.37.24	0	62
1571736360	24.5.139.143	1	25
1571736420	36.193.204.168	0	21
1571736480	122.19.36.85	1	51
1571736540	60.33.241.233	1	4
1571736600	35.213.231.57	0	26
1571736660	120.244.113.86	0	30
1571736720	61.74.227.88	1	65
1571736780	142.176.50.32	1	57
1571736840	157.125.149.51	1	93
1571736900	210.56.17.16	1	42
1571736960	238.253.29.32	1	95
1571737020	18.21.210.132	1	78
1571737080	179.182.221.40	1	67
1571737140	0.200.96.28	1	34
1571737200	23.129.193.244	0	40
1571737260	35.43.2.15	1	37
1571737320	171.167.239.178	1	86
1571737380	235.18.159.190	1	38
1571737440	174.122.59.2	0	77
1571737500	235.81.178.82	0	15
1571737560	197.41.186.124	0	8
1571737620	118.186.148.55	1	35
1571737680	145.20.102.18	0	33
1571737740	186.93.81.11	1	60
1571737800	30.33.233.217	0	27
1571737860	80.249.228.10	0	78
1571737920	205.57.180.37	0	21
1571737980	0.177.166.153	1	32
1571738040	2.54.156.212	1	74
1571738100	138.221.98.56	0	43
1571738160	25.119.217.100	1	48
1571738220	23.209.228.248	0	40
1571738280	6.243.170.200	0	70
1571738340	52.170.174.62	1	15
1571738400	245.35.63.132	0	39
1571738460	255.27.62.196	0	9
1571738520	4.214.233.115	0	64
1571738580	12.58.138.169	1	64
1571738640	233.185.131.167	0	71
1571738700	182.29.227.208	1	22
1571738760	149.28.42.40	1	60
1571738820	189.171.74.188	1	26
1571738880	87.214.129.49	0	30
1571738940	191.59.6.250	0	21
1571739000	244.147.8.184	0	42
1571739060	132.97.23.159	1	72
1571739120	144.242.56.154	1	8
1571739180	62.105.216.151	0	86
1571739240	213.103.157.23	0	64
1571739300	136.185.107.32	0	37
1571739360	157.103.124.188	0	29
1571739420	4.63.7.4	0	96
1571739480	61.138.171.1	1	88
1571739540	65.128.245.119	0	59
1571739600	212.53.59.102	0	97
1571739660	199.219.226.137	1	68
1571739720	86.89.112.40	1	60
1571739780	47.122.153.232	0	71
1571739840	70.229.230.244	0	60
1571739900	239.34.127.50	0	63
1571739960	189.93.177.193	1	50
1571740020	245.28.10.31	1	2
1571740080	241.1.244.125	1	60
1571740140	187.147.207.46	0	26
1571740200	255.51.139.28	1	15
1571740260	86.204.223.233	0	49
1571740320	37.98.63.103	0	67
1571740380	181.39.216.49	0	6
1571740440	34.178.83.122	0	12
1571740500	180.156.78.1	0	29
1571740560	246.247.189.207	0	5
1571740620	108.107.42.44	1	64
1571740680	214.246.17.44	0	13
1571740740	101.185.172.79	0	71
1571740800	91.144.188.243	1	13
1571740860	92.208.191.252	1	23
1571740920	185.209.169.240	1	35
1571740980	85.68.117.218	1	63
1571741040	220.185.37.29	1	95
1571741100	200.182.80.29	0	77
1571741160	47.155.118.34	0	45
1571741220	132.188.48.210	1	42
1571741280	137.143.127.192	0	85
1571741340	220.239.245.148	1	98
1571741400	189.88.239.63	1	7
1571741460	227.0.78.109	0	88
1571741520	233.238.233.43	0	69
1571741580	71.60.203.108	1	85
1571741640	12.47.187.48	1	14
1571741700	255.85.180.179	0	69
1571741760	58.18.29.195	1	62
1571741820	188.8.149.195	0	59
1571741880	226.4.227.54	0	89
1571741940	52.115.36.128	0	40
1571742000	222.68.245.139	1	25
1571742060	182.3.251.155	1	91
1571742120	181.73.39.173	0	41
1571742180	211.51.218.198	0	64
1571742240	13.180.149.25	1	19
1571742300	228.164.6.184	0	93
1571742360	122.211.114.221	0	23
1571742420	30.75.141.1	1	99
1571742480	239.25.155.215	0	49
1571742540	141.77.236.145	0	38
1571742600	151.128.105.160	1	88
1571742660	84.0.242.253	1	67
1571742720	26.227.106.26	0	86
1571742780	28.164.182.136	1	38
1571742840	164.253.189.27	1	22
1571742900	35.123.168.209	0	10
1571742960	217.17.26.255	1	9
1571743020	104.150.68.36	0	6
1571743080	174.9.44.94	1	9
1571743140	138.232.178.15	0	25
1571743200	152.244.3.243	1	36
1571743260	205.34.118.68	1	73
1571743320	97.150.126.4	1	12
1571743380	153.20.63.148	0	9
1571743440	19.101.24.102	0	17
1571743500	250.104.135.219	1	54
1571743560	73.168.203.182	1	24
1571743620	193.72.32.104	1	20
1571743680	231.175.150.190	0	63
1571743740	201.48.246.120	1	3
1571743800	203.133.252.163	0	46
1571743860	96.243.180.217	1	29
1571743920	36.178.146.232	1	38
1571743980	75.25.8.79	0	2
1571744040	144.160.196.98	1	74
1571744100	198.9.47.71	0	29
1571744160	110.179.7.106	1	74
1571744220	18.251.5.74	1	89
1571744280	215.115.180.108	1	71
1571744340	128.11.108.57	0	49
1571744400	191.227.17.167	1	21
1571744460	142.18.46.174	0	98
1571744520	52.147.138.2	0	97
1571744580	98.212.219.19	0	14
1571744640	23.97.76.41	0	24
1571744700	131.67.118.70	1	8
1571744760	29.87.96.62	0	60
1571744820	91.249.16.94	0	77
1571744880	0.117.10.213	1	49
1571744940	126.133.185.172	1	37
1571745000	92.176.55.142	1	21
1571745060	196.160.150.56	0	21
1571745120	12.1.222.222	1	37
1571745180	138.123.126.88	1	71
1571745240	10.243.164.52	1	11
1571745300	34.27.17.179	1	16
1571745360	131.135.96.113	0	47
1571745420	89.9.209.124	1	85
1571745480	3.168.82.241	0	67
1571745540	109.104.254.112	0	4
1571745600	9.50.77.240	0	32
1571745660	157.0.130.145	0	5
1571745720	50.7.74.40	1	37
1571745780	196.142.172.62	0	10
1571745840	30.46.166.172	0	67
1571745900	33.58.237.10	1	5
1571745960	102.53.126.223	1	10
1571746020	31.107.68.63	0	10
1571746080	235.238.170.197	0	79
1571746140	174.96.38.216	1	50
1571746200	164.250.243.206	0	37
1571746260	215.238.253.96	0	46
1571746320	78.63.176.186	1	32
1571746380	204.162.140.75	0	84
1571746440	139.85.61.249	1	38
1571746500	175.204.133.67	0	15
1571746560	32.67.195.60	1	43
1571746620	227.35.32.245	1	76
1571746680	243.137.164.213	1	59
1571746740	128.51.118.165	0	71
1571746800	128.164.186.188	1	16
1571746860	60.95.96.217	0	8
1571746920	148.161.92.199	0	45
1571746980	107.123.9.129	1	5
1571747040	177.139.235.108	1	93
1571747100	158.217.51.231	1	69
1571747160	21.172.29.31	0	55
1571747220	140.141.107.211	1	22
1571747280	82.89.196.184	1	95
1571747340	50.192.186.194	1	97
1571747400	17.143.181.38	0	99
1571747460	85.130.233.213	1	70
1571747520	238.26.130.178	0	44
1571747580	74.68.38.36	1	94
1571747640	140.189.87.129	0	68
1571747700	175.178.138.44	1	55
1571747760	236.35.200.202	0	21
1571747820	251.100.42.99	0	21
1571747880	185.170.172.113	1	30
1571747940	25.55.131.145	1	86
1571748000	122.248.89.115	0	96
1571748060	29.43.251.221	1	70
1571748120	81.237.151.64	1	92
1571748180	220.21.183.211	1	98
1571748240	116.166.123.218	1	12
1571748300	139.10.175.202	1	17
1571748360	120.35.66.205	1	2
1571748420	237.24.73.117	1	29
1571748480	45.161.225.42	0	49
1571748540	127.207.118.82	0	40
1571748600	8.202.8.230	1	33
1571748660	182.243.157.251	0	60
1571748720	66.130.34.63	0	62
1571748780	236.226.204.150	1	4
1571748840	170.119.171.141	1	7
1571748900	74.193.143.151	1	62
1571748960	142.92.129.108	0	11
1571749020	67.44.90.86	0	61
1571749080	86.151.3.213	0	60
1571749140	221.9.31.160	0	29
1571749200	76.78.164.246	0	17
1571749260	44.167.188.194	1	11
1571749320	172.185.111.63	1	52
1571749380	65.147.5.184	0	77
1571749440	220.183.73.167	0	48
1571749500	222.121.146.188	1	76
1571749560	188.42.57.169	0	64
1571749620	10.232.39.83	1	17
1571749680	25.174.116.134	1	16
1571749740	20.220.139.209	0	27
1571749800	103.245.94.5	0	11
1571749860	146.88.244.89	0	93
1571749920	233.32.128.116	0	16
1571749980	210.43.77.204	0	41
1571750040	76.140.156.103	1	87
1571750100	190.209.85.201	0	98
1571750160	158.192.230.142	0	19
1571750220	114.80.24.100	1	75
1571750280	155.137.184.198	1	43
1571750340	203.243.204.40	1	31
1571750400	229.152.219.225	0	26
1571750460	170.113.65.61	1	42
1571750520	78.254.122.0	1	82
1571750580	148.91.79.49	1	15
1571750640	152.187.197.211	1	27
1571750700	117.151.165.45	0	33
1571750760	228.96.51.67	0	61
1571750820	97.33.115.110	1	99
1571750880	129.213.170.202	1	13
1571750940	10.12.115.208	0	4
1571751000	136.141.193.220	0	32
1571751060	206.196.207.184	0	71
1571751120	166.140.191.227	0	26
1571751180	88.187.19.30	0	12
1571751240	116.244.220.121	0	86
1571751300	27.48.251.135	1	20
1571751360	20.53.190.71	0	91
1571751420	225.224.182.251	1	91
1571751480	14.128.47.81	1	82
1571751540	63.79.40.191	0	96
1571751600	72.21.62.124	0	77
1571751660	13.182.226.181	1	47
1571751720	66.234.143.97	1	1
1571751780	13.193.102.17	0	88
1571751840	18.147.11.227	1	10
1571751900	69.250.167.231	1	8
1571751960	36.40.216.122	1	10
1571752020	198.126.40.111	1	71
1571752080	60.186.159.13	0	12
1571752140	248.110.4.115	1	53
1571752200	148.226.174.241	0	11
1571752260	49.83.200.139	1	65
1571752320	103.251.18.101	0	84
1571752380	176.199.159.178	1	46
1571752440	156.87.33.52	0	8
1571752500	118.102.197.107	0	67
1571752560	170.220.144.4	1	42
1571752620	68.160.222.129	0	22
1571752680	157.254.113.135	0	66
1571752740	226.148.186.100	1	95
1571752800	175.123.247.148	1	77
1571752860	234.17.240.166	1	42
1571752920	49.79.79.210	0	36
1571752980	97.83.17.242	1	14
1571753040	50.31.60.73	0	35
1571753100	58.175.215.41	1	61
1571753160	64.206.232.70	0	86
1571753220	93.249.30.156	1	38
1571753280	58.22.67.31	0	17
1571753340	158.126.10.122	1	17
1571753400	22.93.190.252	1	16
1571753460	233.191.59.39	0	39
1571753520	212.191.142.18	1	25
1571753580	35.189.131.179	0	8
1571753640	238.177.110.32	1	6
1571753700	111.231.69.106	1	67
1571753760	251.202.211.46	0	36
1571753820	44.45.254.7	0	3
1571753880	214.182.65.102	0	20
1571753940	28.89.60.152	0	68
1571754000	72.118.77.72	1	48
1571754060	30.217.48.142	1	21
1571754120	18.7.168.60	0	47
1571754180	154.252.178.162	0	17
1571754240	175.56.54.95	0	26
1571754300	24.34.111.217	0	9
1571754360	15.125.178.250	1	31
1571754420	225.67.162.122	1	23
1571754480	245.139.224.89	0	68
1571754540	152.24.106.121	0	29
1571754600	179.109.248.14	0	34
1571754660	51.190.133.46	1	4
1571754720	185.57.75.98	0	40
1571754780	102.138.66.85	0	59
1571754840	119.125.150.31	0	32
1571754900	67.170.175.201	0	20
1571754960	178.126.108.36	1	35
1571755020	67.94.110.22	0	45
1571755080	75.87.131.202	0	60
1571755140	243.131.173.66	1	28
1571755200	167.244.136.167	0	31
1571755260	132.92.88.145	0	30
1571755320	185.105.69.221	0	29
1571755380	71.135.214.85	1	97
1571755440	139.186.167.191	1	75
1571755500	185.162.212.32	0	30
1571755560	79.101.140.236	0	95
1571755620	229.64.132.173	1	95
1571755680	38.23.158.225	1	85
1571755740	154.204.125.52	0	96
1571755800	156.251.154.30	1	27
1571755860	230.103.22.190	1	60
1571755920	134.250.4.63	0	97
1571755980	228.196.169.156	1	30
1571756040	98.69.27.202	0	3
1571756100	119.50.81.48	1	46
1571756160	23.216.175.252	1	3
1571756220	179.139.123.174	0	41
1571756280	69.255.148.227	1	30
1571756340	48.215.192.191	1	89
1571756400	52.51.254.111	1	14
1571756460	164.188.118.222	1	42
1571756520	58.149.254.46	0	2
1571756580	220.58.220.33	0	40
1571756640	201.167.101.21	0	66
1571756700	147.56.79.11	1	8
1571756760	178.205.59.129	0	45
1571756820	125.115.84.176	1	39
1571756880	68.98.107.209	1	34
1571756940	172.205.223.182	0	56
1571757000	82.244.218.112	1	19
1571757060	21.29.70.182	0	13
1571757120	103.191.11.77	0	60
1571757180	21.180.196.47	0	56
1571757240	239.91.98.230	0	20
1571757300	30.158.48.109	1	49
1571757360	7.52.72.227	0	43
1571757420	17.177.73.129	0	93
1571757480	119.238.65.24	1	68
1571757540	126.41.244.142	0	27
1571757600	110.61.111.212	0	79
1571757660	185.153.254.252	0	85
1571757720	85.26.52.107	1	86
1571757780	155.66.46.252	1	41
1571757840	125.100.163.32	1	14
1571757900	220.162.12.201	1	19
1571757960	74.8.178.149	1	66
1571758020	211.119.166.54	0	85
1571758080	68.24.142.186	0	15
1571758140	251.186.10.232	0	26
1571758200	91.38.124.153	1	7
1571758260	55.196.6.44	1	96
1571758320	101.116.123.109	0	44
1571758380	84.25.81.138	0	14
1571758440	53.121.99.228	0	20
1571758500	170.139.220.122	0	58
1571758560	93.250.72.8	0	97
1571758620	49.190.48.194	0	49
1571758680	38.46.65.3	0	82
1571758740	4.22.127.245	1	9
1571758800	38.112.149.212	0	83
1571758860	156.255.195.42	0	85
1571758920	69.203.157.6	1	31
1571758980	112.44.0.129	1	63
1571759040	113.56.146.96	0	45
1571759100	105.62.13.108	0	13
1571759160	106.126.32.230	1	78
1571759220	217.155.216.239	0	32
1571759280	85.48.101.68	0	9
1571759340	165.175.40.80	1	38
1571759400	222.134.163.82	0	47
1571759460	26.237.154.61	0	6
1571759520	164.124.171.207	1	46
1571759580	222.147.170.24	0	27
1571759640	37.127.85.62	1	49
1571759700	226.45.219.95	1	24
1571759760	61.92.110.160	0	40
1571759820	251.79.19.16	0	22
1571759880	196.66.44.156	1	56
1571759940	192.4.241.44	0	34
1571760000	3.166.232.78	0	38
1571760060	22.164.119.140	0	61
1571760120	166.41.219.27	0	78
1571760180	24.251.133.1	0	57
1571760240	84.15.70.181	0	2
1571760300	1.6.125.222	0	52
1571760360	1.85.152.244	1	23
1571760420	67.16.13.151	1	9
1571760480	177.72.254.173	0	69
1571760540	244.143.59.14	1	83
1571760600	91.132.244.39	0	93
1571760660	230.73.44.125	0	30
1571760720	138.93.23.131	0	7
1571760780	160.142.116.165	1	35
1571760840	12.228.131.72	0	56
1571760900	134.218.114.173	1	79
1571760960	66.51.116.23	0	88
1571761020	31.238.104.21	1	59
1571761080	231.50.63.245	0	64
1571761140	118.148.46.184	0	78
1571761200	183.131.72.73	0	71
1571761260	208.202.101.50	0	65
1571761320	160.43.46.184	0	39
1571761380	101.251.9.146	0	31
1571761440	47.166.207.103	0	8
1571761500	62.114.200.130	1	67
1571761560	94.221.85.70	1	27
1571761620	40.96.191.185	1	28
1571761680	238.254.254.107	0	99
1571761740	35.118.148.214	0	2
1571761800	101.44.132.157	0	26
1571761860	238.100.193.66	1	77
1571761920	195.148.214.184	0	55
1571761980	132.64.61.72	1	54
1571762040	5.248.2.57	0	29
1571762100	21.170.53.221	1	5
1571762160	129.103.143.216	1	27
1571762220	48.29.108.210	1	51
1571762280	180.125.135.164	1	76
1571762340	131.39.191.208	1	61
1571762400	140.23.113.190	1	76
1571762460	63.9.204.245	0	87
1571762520	90.246.196.215	0	25
1571762580	117.213.151.156	0	5
1571762640	31.154.67.63	0	58
1571762700	54.220.36.242	1	96
1571762760	71.113.146.83	1	55
1571762820	135.75.155.179	1	89
1571762880	20.69.26.36	0	17
1571762940	249.143.90.190	1	30
1571763000	230.77.196.12	1	69
1571763060	123.80.45.84	0	25
1571763120	27.225.89.18	0	68
1571763180	238.75.155.74	0	25
1571763240	93.74.2.4	1	69
1571763300	161.255.211.160	1	47
1571763360	191.192.243.245	0	35
1571763420	52.79.186.221	0	84
1571763480	46.165.183.142	1	57
1571763540	231.174.133.15	1	37
1571763600	168.36.172.238	0	3
1571763660	56.206.255.215	1	85
1571763720	137.42.80.228	0	4
1571763780	116.57.196.9	1	12
1571763840	64.255.184.140	1	67
1571763900	46.133.63.155	1	35
1571763960	81.153.227.251	1	43
1571764020	136.36.203.221	0	20
1571764080	200.148.201.249	0	24
1571764140	9.250.208.73	1	10
1571764200	98.162.158.86	0	50
1571764260	192.190.107.35	0	78
1571764320	185.200.251.153	1	70
1571764380	60.56.20.48	0	90
1571764440	236.246.117.53	0	51
1571764500	234.248.186.75	1	96
1571764560	204.61.215.103	1	99
1571764620	67.134.14.166	0	61
1571764680	224.218.45.139	0	37
1571764740	173.157.186.162	1	90
1571764800	203.73.116.240	1	81
1571764860	55.239.88.107	0	6
1571764920	37.35.91.252	0	44
1571764980	192.221.141.214	0	3
1571765040	6.71.137.106	1	78
1571765100	135.95.50.68	0	8
1571765160	41.77.49.245	1	45
1571765220	2.189.133.246	0	62
1571765280	156.224.229.130	1	14
1571765340	174.65.128.240	0	83
1571765400	125.214.241.44	1	20
1571765460	75.78.114.194	1	92
1571765520	253.88.59.84	1	90
1571765580	97.16.58.155	1	3
1571765640	11.227.165.215	0	96
1571765700	171.236.202.197	0	58
1571765760	111.67.72.246	1	36
1571765820	53.2.16.215	0	59
1571765880	41.78.73.146	0	67
1571765940	87.95.3.59	1	51
1571766000	212.161.81.7	0	54
1571766060	2.117.21.150	1	17
1571766120	231.158.31.106	1	25
1571766180	220.222.115.101	1	97
1571766240	65.17.178.124	1	78
1571766300	80.231.186.158	0	26
1571766360	181.164.177.134	0	5
1571766420	106.28.178.211	1	68
1571766480	66.107.219.229	0	93
1571766540	93.122.130.68	0	46
1571766600	92.27.28.40	0	57
1571766660	175.13.73.104	1	11
1571766720	182.198.117.249	1	12
1571766780	157.187.179.223	0	98
1571766840	77.23.20.27	0	11
1571766900	0.117.11.225	0	92
1571766960	30.241.206.141	0	85
1571767020	178.130.171.44	1	89
1571767080	173.88.184.90	1	4
1571767140	88.225.194.198	0	35
1571767200	96.59.56.174	0	25
1571767260	114.35.26.245	1	86
1571767320	198.250.149.113	1	56
1571767380	92.169.143.59	1	15
1571767440	133.227.234.199	1	5
1571767500	171.181.220.42	0	7
1571767560	233.227.117.130	1	11
1571767620	180.232.103.125	1	25
1571767680	239.168.227.2	1	44
1571767740	66.73.60.171	1	41
1571767800	18.77.96.20	1	41
1571767860	118.225.11.38	0	98
1571767920	165.115.248.80	0	75
1571767980	242.115.55.235	0	70
1571768040	30.114.90.41	1	9
1571768100	205.18.135.99	1	98
1571768160	59.68.113.156	0	38
1571768220	174.205.98.145	0	10
1571768280	50.219.161.17	1	58
1571768340	215.11.89.139	0	76
1571768400	192.78.231.88	1	64
1571768460	114.203.51.74	0	94
1571768520	81.163.135.87	1	10
1571768580	96.9.228.160	1	60
1571768640	9.120.202.17	0	32
1571768700	44.173.165.181	1	95
1571768760	55.227.237.4	1	12
1571768820	0.196.163.218	0	96
1571768880	72.37.73.17	0	1
1571768940	185.155.247.86	1	78
1571769000	113.77.181.197	0	73
1571769060	121.228.209.168	0	65
1571769120	1.179.13.178	0	1
1571769180	216.104.4.168	1	45
1571769240	213.76.157.65	0	43
1571769300	215.185.186.194	0	36
1571769360	248.121.173.142	1	77
1571769420	204.245.19.105	1	90
1571769480	138.7.248.118	0	53
1571769540	50.245.70.134	0	64
1571769600	219.228.29.47	0	15
1571769660	179.144.222.252	1	49
1571769720	68.112.217.111	1	85
1571769780	41.91.182.13	1	39
1571769840	20.90.135.6	1	72
1571769900	93.58.250.244	0	6
1571769960	70.134.3.70	0	73
1571770020	185.205.95.214	0	81
1571770080	218.213.128.121	1	91
1571770140	190.136.6.134	1	72
1571770200	252.99.50.39	0	18
1571770260	245.39.235.82	0	70
1571770320	118.70.252.52	1	22
1571770380	80.51.82.109	1	8
1571770440	220.19.161.76	1	80
1571770500	54.138.19.127	0	15
1571770560	57.148.188.0	0	93
1571770620	239.211.36.2	1	40
1571770680	231.111.200.131	0	36
1571770740	182.38.70.225	1	35
1571770800	50.185.122.175	0	41
1571770860	233.107.243.236	0	81
1571770920	102.62.180.100	0	67
1571770980	203.98.120.180	0	80
1571771040	182.165.194.181	1	57
1571771100	199.7.113.228	0	25
1571771160	244.165.124.90	0	80
1571771220	72.91.6.26	0	9
1571771280	154.74.141.238	1	8
1571771340	255.202.164.200	1	83
1571771400	145.5.251.191	0	78
1571771460	162.106.185.96	0	70
1571771520	241.191.185.80	0	26
1571771580	60.114.193.93	1	43
1571771640	95.250.193.79	1	90
1571771700	248.171.251.219	0	24
1571771760	69.141.118.66	0	67
1571771820	142.41.163.50	1	56
1571771880	137.134.167.206	0	41
1571771940	184.105.254.113	0	43
1571772000	20.195.148.143	1	93
1571772060	60.164.182.171	0	74
1571772120	91.65.59.17	0	41
1571772180	32.163.187.38	1	70
1571772240	71.120.192.200	1	23
1571772300	92.242.250.22	0	59
1571772360	214.90.75.201	1	12
1571772420	185.35.131.248	0	75
1571772480	124.97.190.51	1	44
1571772540	80.127.23.6	0	31
1571772600	50.184.127.98	1	5
1571772660	175.209.35.74	0	5
1571772720	34.245.210.103	0	50
1571772780	124.232.134.118	1	41
1571772840	23.54.44.104	1	97
1571772900	212.138.27.229	0	8
1571772960	176.137.24.193	1	64
1571773020	125.20.213.246	0	14
1571773080	118.138.5.23	1	95
1571773140	11.147.221.124	1	98
1571773200	137.208.10.207	0	38
1571773260	192.42.92.82	0	80
1571773320	231.40.14.28	0	67
1571773380	21.84.245.41	1	57
1571773440	231.41.91.236	1	43
1571773500	184.8.248.78	0	64
1571773560	142.172.109.23	0	41
1571773620	117.180.222.44	0	58
1571773680	35.47.11.128	0	31
1571773740	95.50.57.210	1	51
1571773800	136.203.87.90	0	45
1571773860	200.108.148.23	0	95
1571773920	163.79.24.53	0	54
1571773980	20.22.128.13	1	6
1571774040	251.139.209.194	1	24
1571774100	230.28.69.52	0	17
1571774160	183.52.2.31	0	12
1571774220	108.69.64.90	0	10
1571774280	20.164.233.214	1	8
1571774340	118.26.144.10	0	56
1571774400	79.220.13.8	1	77
1571774460	160.65.156.67	0	35
1571774520	254.53.35.111	1	77
1571774580	210.153.138.55	0	11
1571774640	6.2.31.95	0	90
1571774700	8.237.100.171	0	66
1571774760	229.129.223.6	1	6
1571774820	89.116.234.159	0	81
1571774880	101.109.101.3	0	85
1571774940	90.170.225.170	1	5
1571775000	163.110.162.54	1	78
1571775060	241.83.243.5	0	2
1571775120	208.102.251.114	0	94
1571775180	22.120.222.52	1	78
1571775240	193.104.197.49	1	7
1571775300	177.225.182.36	1	67
1571775360	198.32.23.114	1	13
1571775420	193.178.187.194	0	27
1571775480	63.54.131.12	1	41
1571775540	44.63.126.170	1	71
1571775600	14.21.201.214	1	20
1571775660	189.176.179.163	0	1
1571775720	72.223.186.13	0	85
1571775780	228.86.28.160	1	79
1571775840	252.59.102.72	0	69
1571775900	170.13.82.205	1	18
1571775960	223.39.150.108	1	13
1571776020	102.104.84.12	1	84
1571776080	15.157.206.19	1	97
1571776140	149.172.209.183	0	83
1571776200	4.10.12.75	1	86
1571776260	251.161.73.45	1	42
1571776320	5.222.221.115	1	50
1571776380	116.167.169.199	1	43
1571776440	33.75.108.229	1	80
1571776500	215.243.172.224	0	26
1571776560	74.206.29.204	1	22
1571776620	79.117.192.50	1	56
1571776680	53.40.184.158	0	8
1571776740	242.226.123.54	0	19
1571776800	35.219.185.24	0	33
1571776860	190.41.244.173	1	39
1571776920	69.127.50.173	0	94
